fecha,division,variacion_mensual,variacion_interanual,region
2021-02-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2021-02-01,Alimentos y bebidas no alcohólicas,,,Nacional
2021-02-01,Bebidas alcohólicas y tabaco,,,GBA
2021-02-01,Bebidas alcohólicas y tabaco,,37.0,Pampeana
2021-02-01,Bebidas alcohólicas y tabaco,3.0,39.0,Noreste
2021-02-01,Bebidas alcohólicas y tabaco,4.0,,Noroeste
2021-02-01,Bebidas alcohólicas y tabaco,,,Cuyo
2021-02-01,Bebidas alcohólicas y tabaco,,,Patagonia
2021-02-01,Bebidas alcohólicas y tabaco,,,Nacional
2021-02-01,Prendas de vestir y calzado,,,GBA
2021-02-01,Prendas de vestir y calzado,,,Pampeana
2021-02-01,Prendas de vestir y calzado,,,Noreste
2021-02-01,Prendas de vestir y calzado,,,Noroeste
2021-02-01,Prendas de vestir y calzado,,71.0,Cuyo
2021-02-01,Prendas de vestir y calzado,,,Patagonia
2021-02-01,Prendas de vestir y calzado,,,Nacional
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,21.0,Pampeana
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,25.0,Cuyo
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2021-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",2.0,,Nacional
2021-02-01,Equipamiento y mantenimiento del hogar,5.0,,GBA
2021-02-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2021-02-01,Equipamiento y mantenimiento del hogar,,,Noreste
2021-02-01,Equipamiento y mantenimiento del hogar,,47.0,Noroeste
2021-02-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2021-02-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2021-02-01,Equipamiento y mantenimiento del hogar,,,Nacional
2021-02-01,Salud,,35.0,GBA
2021-02-01,Salud,,,Pampeana
2021-02-01,Salud,,,Noreste
2021-02-01,Salud,,,Noroeste
2021-02-01,Salud,,44.0,Cuyo
2021-02-01,Salud,,,Patagonia
2021-02-01,Salud,,,Nacional
2021-02-01,Transporte,,,GBA
2021-02-01,Transporte,,,Pampeana
2021-02-01,Transporte,,,Noreste
2021-02-01,Transporte,,,Noroeste
2021-02-01,Transporte,,,Cuyo
2021-02-01,Transporte,,,Patagonia
2021-02-01,Transporte,,,Nacional
2021-02-01,Comunicación,1.0,,GBA
2021-02-01,Comunicación,,,Pampeana
2021-02-01,Comunicación,,,Noreste
2021-02-01,Comunicación,,,Noroeste
2021-02-01,Comunicación,,,Cuyo
2021-02-01,Comunicación,,26.0,Patagonia
2021-02-01,Comunicación,,,Nacional
2021-02-01,Recreación y cultura,,,GBA
2021-02-01,Recreación y cultura,,,Pampeana
2021-02-01,Recreación y cultura,,,Noreste
2021-02-01,Recreación y cultura,,,Noroeste
2021-02-01,Recreación y cultura,,,Cuyo
2021-02-01,Recreación y cultura,,,Patagonia
2021-02-01,Recreación y cultura,,,Nacional
2021-02-01,Educación,0.0,,GBA
2021-02-01,Educación,,,Pampeana
2021-02-01,Educación,,,Noreste
2021-02-01,Educación,,,Noroeste
2021-02-01,Educación,0.0,,Cuyo
2021-02-01,Educación,0.0,,Patagonia
2021-02-01,Educación,,,Nacional
2021-02-01,Restaurantes y hoteles,,,GBA
2021-02-01,Restaurantes y hoteles,,,Pampeana
2021-02-01,Restaurantes y hoteles,,,Noreste
2021-02-01,Restaurantes y hoteles,,42.0,Noroeste
2021-02-01,Restaurantes y hoteles,,,Cuyo
2021-02-01,Restaurantes y hoteles,,,Patagonia
2021-02-01,Restaurantes y hoteles,,41.0,Nacional
2021-02-01,Bienes y servicios varios,,,GBA
2021-02-01,Bienes y servicios varios,,24.0,Pampeana
2021-02-01,Bienes y servicios varios,,,Noreste
2021-02-01,Bienes y servicios varios,,25.0,Noroeste
2021-02-01,Bienes y servicios varios,4.0,,Cuyo
2021-02-01,Bienes y servicios varios,,,Patagonia
2021-02-01,Bienes y servicios varios,,,Nacional
2021-02-01,,,,GBA
2021-02-01,,,,Pampeana
2021-02-01,,,,Noreste
2021-02-01,,,,Noroeste
2021-02-01,,,,Cuyo
2021-02-01,,,,Patagonia
2021-02-01,,,,Nacional
2021-02-01,,,42.0,GBA
2021-02-01,,,,Pampeana
2021-02-01,,,,Noreste
2021-02-01,,4.0,,Noroeste
2021-02-01,,4.0,,Cuyo
2021-02-01,,4.0,,Patagonia
2021-02-01,,,,Nacional
2021-02-01,,,,GBA
2021-02-01,,,22.0,Pampeana
2021-02-01,,,,Noreste
2021-02-01,,,,Noroeste
2021-02-01,,,,Cuyo
2021-02-01,,,,Patagonia
2021-02-01,,,21.0,Nacional
2021-02-01,,,,GBA
2021-02-01,,,,Pampeana
2021-02-01,,,,Noreste
2021-02-01,,,,Noroeste
2021-02-01,,,,Cuyo
2021-02-01,,,,Patagonia
2021-02-01,,4.0,,Nacional
2021-02-01,,,,GBA
2021-02-01,,,,Pampeana
2021-02-01,,,,Noreste
2021-02-01,,,28.0,Noroeste
2021-02-01,,,,Cuyo
2021-02-01,,,,Patagonia
2021-02-01,,,26.0,Nacional
2021-03-01,NIVEL GENERAL,,,GBA
2021-03-01,NIVEL GENERAL,,,Pampeana
2021-03-01,NIVEL GENERAL,,,Noreste
2021-03-01,NIVEL GENERAL,,,Noroeste
2021-03-01,NIVEL GENERAL,,,Cuyo
2021-03-01,NIVEL GENERAL,,39.0,Patagonia
2021-03-01,NIVEL GENERAL,,,Nacional
2021-03-01,Alimentos y bebidas no alcohólicas,,,GBA
2021-03-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2021-03-01,Alimentos y bebidas no alcohólicas,,,Noreste
2021-03-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2021-03-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2021-03-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2021-03-01,Alimentos y bebidas no alcohólicas,,,Nacional
2021-03-01,Bebidas alcohólicas y tabaco,,,GBA
2021-03-01,Bebidas alcohólicas y tabaco,,,Pampeana
2021-03-01,Bebidas alcohólicas y tabaco,,,Noreste
2021-03-01,Bebidas alcohólicas y tabaco,,,Noroeste
2021-03-01,Bebidas alcohólicas y tabaco,,,Cuyo
2021-03-01,Bebidas alcohólicas y tabaco,6.0,,Patagonia
2021-03-01,Bebidas alcohólicas y tabaco,,41.0,Nacional
2021-03-01,Prendas de vestir y calzado,,,GBA
2021-03-01,Prendas de vestir y calzado,,,Pampeana
2021-03-01,Prendas de vestir y calzado,,,Noreste
2021-03-01,Prendas de vestir y calzado,6.0,,Noroeste
2021-03-01,Prendas de vestir y calzado,,,Cuyo
2021-03-01,Prendas de vestir y calzado,,,Patagonia
2021-03-01,Prendas de vestir y calzado,,,Nacional
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",1.0,,GBA
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,20.0,Noroeste
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2021-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2021-03-01,Equipamiento y mantenimiento del hogar,,,GBA
2021-03-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2021-03-01,Equipamiento y mantenimiento del hogar,,,Noreste
2021-03-01,Equipamiento y mantenimiento del hogar,3.0,,Noroeste
2021-03-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2021-03-01,Equipamiento y mantenimiento del hogar,2.0,,Patagonia
2021-03-01,Equipamiento y mantenimiento del hogar,,,Nacional
2021-03-01,Salud,4.0,,GBA
2021-03-01,Salud,,,Pampeana
2021-03-01,Salud,,51.0,Noreste
2021-03-01,Salud,,,Noroeste
2021-03-01,Salud,,,Cuyo
2021-03-01,Salud,,,Patagonia
2021-03-01,Salud,4.0,,Nacional
2021-03-01,Transporte,,,GBA
2021-03-01,Transporte,,,Pampeana
2021-03-01,Transporte,,,Noreste
2021-03-01,Transporte,,,Noroeste
2021-03-01,Transporte,,,Cuyo
2021-03-01,Transporte,,,Patagonia
2021-03-01,Transporte,,,Nacional
2021-03-01,Comunicación,,,GBA
2021-03-01,Comunicación,,,Pampeana
2021-03-01,Comunicación,,,Noreste
2021-03-01,Comunicación,,,Noroeste
2021-03-01,Comunicación,,,Cuyo
2021-03-01,Comunicación,,17.0,Patagonia
2021-03-01,Comunicación,,,Nacional
2021-03-01,Recreación y cultura,,,GBA
2021-03-01,Recreación y cultura,,,Pampeana
2021-03-01,Recreación y cultura,,,Noreste
2021-03-01,Recreación y cultura,,,Noroeste
2021-03-01,Recreación y cultura,,,Cuyo
2021-03-01,Recreación y cultura,,,Patagonia
2021-03-01,Recreación y cultura,,52.0,Nacional
2021-03-01,Educación,,,GBA
2021-03-01,Educación,,34.0,Pampeana
2021-03-01,Educación,,28.0,Noreste
2021-03-01,Educación,,,Noroeste
2021-03-01,Educación,,,Cuyo
2021-03-01,Educación,,,Patagonia
2021-03-01,Educación,,,Nacional
2021-03-01,Restaurantes y hoteles,,,GBA
2021-03-01,Restaurantes y hoteles,,,Pampeana
2021-03-01,Restaurantes y hoteles,,,Noreste
2021-03-01,Restaurantes y hoteles,,,Noroeste
2021-03-01,Restaurantes y hoteles,4.0,,Cuyo
2021-03-01,Restaurantes y hoteles,,,Patagonia
2021-03-01,Restaurantes y hoteles,,,Nacional
2021-03-01,Bienes y servicios varios,,,GBA
2021-03-01,Bienes y servicios varios,,,Pampeana
2021-03-01,Bienes y servicios varios,,,Noreste
2021-03-01,Bienes y servicios varios,3.0,,Noroeste
2021-03-01,Bienes y servicios varios,,,Cuyo
2021-03-01,Bienes y servicios varios,2.0,,Patagonia
2021-03-01,Bienes y servicios varios,,,Nacional
2021-03-01,,,,GBA
2021-03-01,,,,Pampeana
2021-03-01,,,,Noreste
2021-03-01,,,,Noroeste
2021-03-01,,,,Cuyo
2021-03-01,,,,Patagonia
2021-03-01,,,,Nacional
2021-03-01,,,,GBA
2021-03-01,,,,Pampeana
2021-03-01,,,,Noreste
2021-03-01,,,,Noroeste
2021-03-01,,,,Cuyo
2021-03-01,,,,Patagonia
2021-03-01,,,,Nacional
2021-03-01,,,,GBA
2021-03-01,,,,Pampeana
2021-03-01,,4.0,,Noreste
2021-03-01,,,26.0,Noroeste
2021-03-01,,,,Cuyo
2021-03-01,,,,Patagonia
2021-03-01,,,,Nacional
2021-03-01,,,,GBA
2021-03-01,,,,Pampeana
2021-03-01,,,,Noreste
2021-03-01,,,,Noroeste
2021-03-01,,,,Cuyo
2021-03-01,,,,Patagonia
2021-03-01,,,,Nacional
2021-03-01,,4.0,,GBA
2021-03-01,,,29.0,Pampeana
2021-03-01,,,,Noreste
2021-03-01,,,,Noroeste
2021-03-01,,,,Cuyo
2021-03-01,,,,Patagonia
2021-03-01,,,,Nacional
2021-04-01,NIVEL GENERAL,,,GBA
2021-04-01,NIVEL GENERAL,4.0,,Pampeana
2021-04-01,NIVEL GENERAL,,,Noreste
2021-04-01,NIVEL GENERAL,4.0,,Noroeste
2021-04-01,NIVEL GENERAL,,,Cuyo
2021-04-01,NIVEL GENERAL,,,Patagonia
2021-04-01,NIVEL GENERAL,,,Nacional
2021-04-01,Alimentos y bebidas no alcohólicas,,,GBA
2021-04-01,Alimentos y bebidas no alcohólicas,4.0,,Pampeana
2021-04-01,Alimentos y bebidas no alcohólicas,,,Noreste
2021-04-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2021-04-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2021-04-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2021-04-01,Alimentos y bebidas no alcohólicas,,,Nacional
2021-04-01,Bebidas alcohólicas y tabaco,,,GBA
2021-04-01,Bebidas alcohólicas y tabaco,,,Pampeana
2021-04-01,Bebidas alcohólicas y tabaco,,,Noreste
2021-04-01,Bebidas alcohólicas y tabaco,,,Noroeste
2021-04-01,Bebidas alcohólicas y tabaco,,45.0,Cuyo
2021-04-01,Bebidas alcohólicas y tabaco,,,Patagonia
2021-04-01,Bebidas alcohólicas y tabaco,,44.0,Nacional
2021-04-01,Prendas de vestir y calzado,,84.0,GBA
2021-04-01,Prendas de vestir y calzado,,,Pampeana
2021-04-01,Prendas de vestir y calzado,,,Noreste
2021-04-01,Prendas de vestir y calzado,6.0,,Noroeste
2021-04-01,Prendas de vestir y calzado,,,Cuyo
2021-04-01,Prendas de vestir y calzado,,,Patagonia
2021-04-01,Prendas de vestir y calzado,6.0,,Nacional
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,22.0,GBA
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,24.0,Noreste
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2021-04-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2021-04-01,Equipamiento y mantenimiento del hogar,,,GBA
2021-04-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2021-04-01,Equipamiento y mantenimiento del hogar,,,Noreste
2021-04-01,Equipamiento y mantenimiento del hogar,3.0,,Noroeste
2021-04-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2021-04-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2021-04-01,Equipamiento y mantenimiento del hogar,,52.0,Nacional
2021-04-01,Salud,,,GBA
2021-04-01,Salud,,,Pampeana
2021-04-01,Salud,,52.0,Noreste
2021-04-01,Salud,,,Noroeste
2021-04-01,Salud,,,Cuyo
2021-04-01,Salud,,,Patagonia
2021-04-01,Salud,,,Nacional
2021-04-01,Transporte,,,GBA
2021-04-01,Transporte,,,Pampeana
2021-04-01,Transporte,6.0,,Noreste
2021-04-01,Transporte,,,Noroeste
2021-04-01,Transporte,,,Cuyo
2021-04-01,Transporte,,,Patagonia
2021-04-01,Transporte,,,Nacional
2021-04-01,Comunicación,,,GBA
2021-04-01,Comunicación,,19.0,Pampeana
2021-04-01,Comunicación,,,Noreste
2021-04-01,Comunicación,,,Noroeste
2021-04-01,Comunicación,,,Cuyo
2021-04-01,Comunicación,,,Patagonia
2021-04-01,Comunicación,,,Nacional
2021-04-01,Recreación y cultura,,,GBA
2021-04-01,Recreación y cultura,,54.0,Pampeana
2021-04-01,Recreación y cultura,,,Noreste
2021-04-01,Recreación y cultura,3.0,,Noroeste
2021-04-01,Recreación y cultura,,,Cuyo
2021-04-01,Recreación y cultura,,,Patagonia
2021-04-01,Recreación y cultura,,,Nacional
2021-04-01,Educación,,,GBA
2021-04-01,Educación,,,Pampeana
2021-04-01,Educación,,,Noreste
2021-04-01,Educación,,,Noroeste
2021-04-01,Educación,,,Cuyo
2021-04-01,Educación,0.0,,Patagonia
2021-04-01,Educación,,,Nacional
2021-04-01,Restaurantes y hoteles,,,GBA
2021-04-01,Restaurantes y hoteles,,,Pampeana
2021-04-01,Restaurantes y hoteles,,,Noreste
2021-04-01,Restaurantes y hoteles,,,Noroeste
2021-04-01,Restaurantes y hoteles,,,Cuyo
2021-04-01,Restaurantes y hoteles,,,Patagonia
2021-04-01,Restaurantes y hoteles,,,Nacional
2021-04-01,Bienes y servicios varios,,,GBA
2021-04-01,Bienes y servicios varios,,,Pampeana
2021-04-01,Bienes y servicios varios,,,Noreste
2021-04-01,Bienes y servicios varios,,,Noroeste
2021-04-01,Bienes y servicios varios,,,Cuyo
2021-04-01,Bienes y servicios varios,,24.0,Patagonia
2021-04-01,Bienes y servicios varios,,,Nacional
2021-04-01,,,,GBA
2021-04-01,,,,Pampeana
2021-04-01,,,,Noreste
2021-04-01,,,,Noroeste
2021-04-01,,,62.0,Cuyo
2021-04-01,,,,Patagonia
2021-04-01,,,,Nacional
2021-04-01,,,48.0,GBA
2021-04-01,,,,Pampeana
2021-04-01,,,,Noreste
2021-04-01,,,,Noroeste
2021-04-01,,,,Cuyo
2021-04-01,,,,Patagonia
2021-04-01,,,,Nacional
2021-04-01,,,,GBA
2021-04-01,,,,Pampeana
2021-04-01,,,,Noreste
2021-04-01,,,,Noroeste
2021-04-01,,3.0,,Cuyo
2021-04-01,,4.0,,Patagonia
2021-04-01,,,,Nacional
2021-04-01,,,,GBA
2021-04-01,,,,Pampeana
2021-04-01,,,,Noreste
2021-04-01,,,52.0,Noroeste
2021-04-01,,5.0,,Cuyo
2021-04-01,,,,Patagonia
2021-04-01,,,54.0,Nacional
2021-04-01,,,,GBA
2021-04-01,,,,Pampeana
2021-04-01,,,,Noreste
2021-04-01,,,,Noroeste
2021-04-01,,,,Cuyo
2021-04-01,,,,Patagonia
2021-04-01,,,,Nacional
2021-05-01,NIVEL GENERAL,,,GBA
2021-05-01,NIVEL GENERAL,,,Pampeana
2021-05-01,NIVEL GENERAL,,51.0,Noreste
2021-05-01,NIVEL GENERAL,,,Noroeste
2021-05-01,NIVEL GENERAL,,52.0,Cuyo
2021-05-01,NIVEL GENERAL,,,Patagonia
2021-05-01,NIVEL GENERAL,,,Nacional
2021-05-01,Alimentos y bebidas no alcohólicas,,,GBA
2021-05-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2021-05-01,Alimentos y bebidas no alcohólicas,,,Noreste
2021-05-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2021-05-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2021-05-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2021-05-01,Alimentos y bebidas no alcohólicas,,,Nacional
2021-05-01,Bebidas alcohólicas y tabaco,,,GBA
2021-05-01,Bebidas alcohólicas y tabaco,,,Pampeana
2021-05-01,Bebidas alcohólicas y tabaco,,,Noreste
2021-05-01,Bebidas alcohólicas y tabaco,2.0,,Noroeste
2021-05-01,Bebidas alcohólicas y tabaco,,,Cuyo
2021-05-01,Bebidas alcohólicas y tabaco,,,Patagonia
2021-05-01,Bebidas alcohólicas y tabaco,,,Nacional
2021-05-01,Prendas de vestir y calzado,,,GBA
2021-05-01,Prendas de vestir y calzado,,,Pampeana
2021-05-01,Prendas de vestir y calzado,,,Noreste
2021-05-01,Prendas de vestir y calzado,,72.0,Noroeste
2021-05-01,Prendas de vestir y calzado,,,Cuyo
2021-05-01,Prendas de vestir y calzado,,71.0,Patagonia
2021-05-01,Prendas de vestir y calzado,,70.0,Nacional
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,25.0,GBA
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,27.0,Pampeana
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2021-05-01,"Vivienda, agua, electricidad, gas y otros combustibles",2.0,,Nacional
2021-05-01,Equipamiento y mantenimiento del hogar,,,GBA
2021-05-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2021-05-01,Equipamiento y mantenimiento del hogar,,,Noreste
2021-05-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2021-05-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2021-05-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2021-05-01,Equipamiento y mantenimiento del hogar,,,Nacional
2021-05-01,Salud,,,GBA
2021-05-01,Salud,,,Pampeana
2021-05-01,Salud,,,Noreste
2021-05-01,Salud,,,Noroeste
2021-05-01,Salud,,,Cuyo
2021-05-01,Salud,,,Patagonia
2021-05-01,Salud,,,Nacional
2021-05-01,Transporte,,,GBA
2021-05-01,Transporte,,,Pampeana
2021-05-01,Transporte,,,Noreste
2021-05-01,Transporte,,,Noroeste
2021-05-01,Transporte,,,Cuyo
2021-05-01,Transporte,,,Patagonia
2021-05-01,Transporte,6.0,60.0,Nacional
2021-05-01,Comunicación,,,GBA
2021-05-01,Comunicación,,,Pampeana
2021-05-01,Comunicación,,,Noreste
2021-05-01,Comunicación,,,Noroeste
2021-05-01,Comunicación,,23.0,Cuyo
2021-05-01,Comunicación,,,Patagonia
2021-05-01,Comunicación,1.0,,Nacional
2021-05-01,Recreación y cultura,,,GBA
2021-05-01,Recreación y cultura,,,Pampeana
2021-05-01,Recreación y cultura,,,Noreste
2021-05-01,Recreación y cultura,,42.0,Noroeste
2021-05-01,Recreación y cultura,,,Cuyo
2021-05-01,Recreación y cultura,,,Patagonia
2021-05-01,Recreación y cultura,,,Nacional
2021-05-01,Educación,,,GBA
2021-05-01,Educación,,,Pampeana
2021-05-01,Educación,0.0,36.0,Noreste
2021-05-01,Educación,,,Noroeste
2021-05-01,Educación,,,Cuyo
2021-05-01,Educación,,,Patagonia
2021-05-01,Educación,,,Nacional
2021-05-01,Restaurantes y hoteles,,,GBA
2021-05-01,Restaurantes y hoteles,,,Pampeana
2021-05-01,Restaurantes y hoteles,,,Noreste
2021-05-01,Restaurantes y hoteles,,,Noroeste
2021-05-01,Restaurantes y hoteles,,,Cuyo
2021-05-01,Restaurantes y hoteles,,,Patagonia
2021-05-01,Restaurantes y hoteles,,,Nacional
2021-05-01,Bienes y servicios varios,,,GBA
2021-05-01,Bienes y servicios varios,,,Pampeana
2021-05-01,Bienes y servicios varios,,,Noreste
2021-05-01,Bienes y servicios varios,,,Noroeste
2021-05-01,Bienes y servicios varios,2.0,,Cuyo
2021-05-01,Bienes y servicios varios,,,Patagonia
2021-05-01,Bienes y servicios varios,,,Nacional
2021-05-01,,,,GBA
2021-05-01,,,,Pampeana
2021-05-01,,,,Noreste
2021-05-01,,,57.0,Noroeste
2021-05-01,,,,Cuyo
2021-05-01,,,,Patagonia
2021-05-01,,,,Nacional
2021-05-01,,,,GBA
2021-05-01,,,,Pampeana
2021-05-01,,3.0,,Noreste
2021-05-01,,,52.0,Noroeste
2021-05-01,,,,Cuyo
2021-05-01,,,,Patagonia
2021-05-01,,,,Nacional
2021-05-01,,,,GBA
2021-05-01,,,,Pampeana
2021-05-01,,,,Noreste
2021-05-01,,,,Noroeste
2021-05-01,,,,Cuyo
2021-05-01,,,35.0,Patagonia
2021-05-01,,,,Nacional
2021-05-01,,,,GBA
2021-05-01,,,,Pampeana
2021-05-01,,,,Noreste
2021-05-01,,,,Noroeste
2021-05-01,,4.0,,Cuyo
2021-05-01,,,,Patagonia
2021-05-01,,,,Nacional
2021-05-01,,,,GBA
2021-05-01,,,,Pampeana
2021-05-01,,,30.0,Noreste
2021-05-01,,,,Noroeste
2021-05-01,,,,Cuyo
2021-05-01,,,,Patagonia
2021-05-01,,,,Nacional
2021-06-01,NIVEL GENERAL,,,GBA
2021-06-01,NIVEL GENERAL,,,Pampeana
2021-06-01,NIVEL GENERAL,,,Noreste
2021-06-01,NIVEL GENERAL,,,Noroeste
2021-06-01,NIVEL GENERAL,,,Cuyo
2021-06-01,NIVEL GENERAL,,,Patagonia
2021-06-01,NIVEL GENERAL,,,Nacional
2021-06-01,Alimentos y bebidas no alcohólicas,,,GBA
2021-06-01,Alimentos y bebidas no alcohólicas,3.0,,Pampeana
2021-06-01,Alimentos y bebidas no alcohólicas,,,Noreste
2021-06-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2021-06-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2021-06-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2021-06-01,Alimentos y bebidas no alcohólicas,,,Nacional
2021-06-01,Bebidas alcohólicas y tabaco,,,GBA
2021-06-01,Bebidas alcohólicas y tabaco,5.0,,Pampeana
2021-06-01,Bebidas alcohólicas y tabaco,,,Noreste
2021-06-01,Bebidas alcohólicas y tabaco,,,Noroeste
2021-06-01,Bebidas alcohólicas y tabaco,,50.0,Cuyo
2021-06-01,Bebidas alcohólicas y tabaco,5.0,,Patagonia
2021-06-01,Bebidas alcohólicas y tabaco,,,Nacional
2021-06-01,Prendas de vestir y calzado,,,GBA
2021-06-01,Prendas de vestir y calzado,,,Pampeana
2021-06-01,Prendas de vestir y calzado,,,Noreste
2021-06-01,Prendas de vestir y calzado,,,Noroeste
2021-06-01,Prendas de vestir y calzado,,,Cuyo
2021-06-01,Prendas de vestir y calzado,,,Patagonia
2021-06-01,Prendas de vestir y calzado,,65.0,Nacional
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",2.0,,Noreste
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,34.0,Cuyo
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2021-06-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2021-06-01,Equipamiento y mantenimiento del hogar,,,GBA
2021-06-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2021-06-01,Equipamiento y mantenimiento del hogar,,,Noreste
2021-06-01,Equipamiento y mantenimiento del hogar,,48.0,Noroeste
2021-06-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2021-06-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2021-06-01,Equipamiento y mantenimiento del hogar,,,Nacional
2021-06-01,Salud,,48.0,GBA
2021-06-01,Salud,4.0,,Pampeana
2021-06-01,Salud,,,Noreste
2021-06-01,Salud,,,Noroeste
2021-06-01,Salud,,,Cuyo
2021-06-01,Salud,,,Patagonia
2021-06-01,Salud,,52.0,Nacional
2021-06-01,Transporte,,59.0,GBA
2021-06-01,Transporte,,,Pampeana
2021-06-01,Transporte,,,Noreste
2021-06-01,Transporte,,,Noroeste
2021-06-01,Transporte,2.0,,Cuyo
2021-06-01,Transporte,5.0,,Patagonia
2021-06-01,Transporte,,,Nacional
2021-06-01,Comunicación,7.0,,GBA
2021-06-01,Comunicación,,,Pampeana
2021-06-01,Comunicación,,,Noreste
2021-06-01,Comunicación,,29.0,Noroeste
2021-06-01,Comunicación,,,Cuyo
2021-06-01,Comunicación,,,Patagonia
2021-06-01,Comunicación,7.0,28.0,Nacional
2021-06-01,Recreación y cultura,,,GBA
2021-06-01,Recreación y cultura,,,Pampeana
2021-06-01,Recreación y cultura,,,Noreste
2021-06-01,Recreación y cultura,,,Noroeste
2021-06-01,Recreación y cultura,,,Cuyo
2021-06-01,Recreación y cultura,,,Patagonia
2021-06-01,Recreación y cultura,,49.0,Nacional
2021-06-01,Educación,1.0,,GBA
2021-06-01,Educación,,,Pampeana
2021-06-01,Educación,,,Noreste
2021-06-01,Educación,,,Noroeste
2021-06-01,Educación,,,Cuyo
2021-06-01,Educación,,,Patagonia
2021-06-01,Educación,,,Nacional
2021-06-01,Restaurantes y hoteles,,,GBA
2021-06-01,Restaurantes y hoteles,,,Pampeana
2021-06-01,Restaurantes y hoteles,,,Noreste
2021-06-01,Restaurantes y hoteles,,,Noroeste
2021-06-01,Restaurantes y hoteles,,,Cuyo
2021-06-01,Restaurantes y hoteles,,,Patagonia
2021-06-01,Restaurantes y hoteles,,,Nacional
2021-06-01,Bienes y servicios varios,,,GBA
