fecha,division,variacion_mensual,variacion_interanual,region
2018-07-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2018-07-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2018-07-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2018-07-01,Equipamiento y mantenimiento del hogar,,,Nacional
2018-07-01,Salud,,,GBA
2018-07-01,Salud,,,Pampeana
2018-07-01,Salud,,,Noreste
2018-07-01,Salud,,,Noroeste
2018-07-01,Salud,,,Cuyo
2018-07-01,Salud,,,Patagonia
2018-07-01,Salud,,,Nacional
2018-07-01,Transporte,,,GBA
2018-07-01,Transporte,,,Pampeana
2018-07-01,Transporte,,,Noreste
2018-07-01,Transporte,,,Noroeste
2018-07-01,Transporte,,,Cuyo
2018-07-01,Transporte,,,Patagonia
2018-07-01,Transporte,,,Nacional
2018-07-01,Comunicación,,,GBA
2018-07-01,Comunicación,,,Pampeana
2018-07-01,Comunicación,,,Noreste
2018-07-01,Comunicación,1.0,,Noroeste
2018-07-01,Comunicación,,,Cuyo
2018-07-01,Comunicación,,,Patagonia
2018-07-01,Comunicación,,34.0,Nacional
2018-07-01,Recreación y cultura,,,GBA
2018-07-01,Recreación y cultura,,,Pampeana
2018-07-01,Recreación y cultura,,,Noreste
2018-07-01,Recreación y cultura,,,Noroeste
2018-07-01,Recreación y cultura,,,Cuyo
2018-07-01,Recreación y cultura,,29.0,Patagonia
2018-07-01,Recreación y cultura,,,Nacional
2018-07-01,Educación,,,GBA
2018-07-01,Educación,,,Pampeana
2018-07-01,Educación,,,Noreste
2018-07-01,Educación,,,Noroeste
2018-07-01,Educación,1.0,,Cuyo
2018-07-01,Educación,,,Patagonia
2018-07-01,Educación,,,Nacional
2018-07-01,Restaurantes y hoteles,3.0,,GBA
2018-07-01,Restaurantes y hoteles,,,Pampeana
2018-07-01,Restaurantes y hoteles,,,Noreste
2018-07-01,Restaurantes y hoteles,,,Noroeste
2018-07-01,Restaurantes y hoteles,,,Cuyo
2018-07-01,Restaurantes y hoteles,,,Patagonia
2018-07-01,Restaurantes y hoteles,,,Nacional
2018-07-01,Bienes y servicios varios,,,GBA
2018-07-01,Bienes y servicios varios,,27.0,Pampeana
2018-07-01,Bienes y servicios varios,,,Noreste
2018-07-01,Bienes y servicios varios,,,Noroeste
2018-07-01,Bienes y servicios varios,,,Cuyo
2018-07-01,Bienes y servicios varios,,,Patagonia
2018-07-01,Bienes y servicios varios,,,Nacional
2018-07-01,,,,GBA
2018-07-01,,,,Pampeana
2018-07-01,,,,Noreste
2018-07-01,,,,Noroeste
2018-07-01,,,,Cuyo
2018-07-01,,,,Patagonia
2018-07-01,,,,Nacional
2018-07-01,,,,GBA
2018-07-01,,,,Pampeana
2018-07-01,,,,Noreste
2018-07-01,,,,Noroeste
2018-07-01,,,,Cuyo
2018-07-01,,,,Patagonia
2018-07-01,,,,Nacional
2018-07-01,,,,GBA
2018-07-01,,,,Pampeana
2018-07-01,,,,Noreste
2018-07-01,,,,Noroeste
2018-07-01,,,45.0,Cuyo
2018-07-01,,3.0,,Patagonia
2018-07-01,,,,Nacional
2018-07-01,,,,GBA
2018-07-01,,,,Pampeana
2018-07-01,,,,Noreste
2018-07-01,,4.0,,Noroeste
2018-07-01,,,30.0,Cuyo
2018-07-01,,4.0,,Patagonia
2018-07-01,,,,Nacional
2018-07-01,,,,GBA
2018-07-01,,,,Pampeana
2018-07-01,,,,Noreste
2018-07-01,,2.0,,Noroeste
2018-07-01,,,,Cuyo
2018-07-01,,,,Patagonia
2018-07-01,,,,Nacional
2018-08-01,NIVEL GENERAL,,,GBA
2018-08-01,NIVEL GENERAL,,,Pampeana
2018-08-01,NIVEL GENERAL,4.0,,Noreste
2018-08-01,NIVEL GENERAL,4.0,,Noroeste
2018-08-01,NIVEL GENERAL,,,Cuyo
2018-08-01,NIVEL GENERAL,,,Patagonia
2018-08-01,NIVEL GENERAL,,,Nacional
2018-08-01,Alimentos y bebidas no alcohólicas,,,GBA
2018-08-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2018-08-01,Alimentos y bebidas no alcohólicas,,,Noreste
2018-08-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2018-08-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2018-08-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2018-08-01,Alimentos y bebidas no alcohólicas,4.0,,Nacional
2018-08-01,Bebidas alcohólicas y tabaco,,,GBA
2018-08-01,Bebidas alcohólicas y tabaco,,,Pampeana
2018-08-01,Bebidas alcohólicas y tabaco,,,Noreste
2018-08-01,Bebidas alcohólicas y tabaco,,,Noroeste
2018-08-01,Bebidas alcohólicas y tabaco,,,Cuyo
2018-08-01,Bebidas alcohólicas y tabaco,,,Patagonia
2018-08-01,Bebidas alcohólicas y tabaco,,,Nacional
2018-08-01,Prendas de vestir y calzado,,,GBA
2018-08-01,Prendas de vestir y calzado,,,Pampeana
2018-08-01,Prendas de vestir y calzado,,,Noreste
2018-08-01,Prendas de vestir y calzado,,,Noroeste
2018-08-01,Prendas de vestir y calzado,,,Cuyo
2018-08-01,Prendas de vestir y calzado,,,Patagonia
2018-08-01,Prendas de vestir y calzado,,,Nacional
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,54.0,Pampeana
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,54.0,Noreste
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2018-08-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2018-08-01,Equipamiento y mantenimiento del hogar,,,GBA
2018-08-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2018-08-01,Equipamiento y mantenimiento del hogar,,,Noreste
2018-08-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2018-08-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2018-08-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2018-08-01,Equipamiento y mantenimiento del hogar,,,Nacional
2018-08-01,Salud,,33.0,GBA
2018-08-01,Salud,,,Pampeana
2018-08-01,Salud,3.0,,Noreste
2018-08-01,Salud,3.0,,Noroeste
2018-08-01,Salud,3.0,,Cuyo
2018-08-01,Salud,3.0,,Patagonia
2018-08-01,Salud,,,Nacional
2018-08-01,Transporte,,,GBA
2018-08-01,Transporte,,46.0,Pampeana
2018-08-01,Transporte,,,Noreste
2018-08-01,Transporte,,,Noroeste
2018-08-01,Transporte,,,Cuyo
2018-08-01,Transporte,,,Patagonia
2018-08-01,Transporte,4.0,45.0,Nacional
2018-08-01,Comunicación,,,GBA
2018-08-01,Comunicación,,,Pampeana
2018-08-01,Comunicación,,,Noreste
2018-08-01,Comunicación,,,Noroeste
2018-08-01,Comunicación,9.0,,Cuyo
2018-08-01,Comunicación,,,Patagonia
2018-08-01,Comunicación,,,Nacional
2018-08-01,Recreación y cultura,,,GBA
2018-08-01,Recreación y cultura,,,Pampeana
2018-08-01,Recreación y cultura,2.0,,Noreste
2018-08-01,Recreación y cultura,,31.0,Noroeste
2018-08-01,Recreación y cultura,,,Cuyo
2018-08-01,Recreación y cultura,,,Patagonia
2018-08-01,Recreación y cultura,,,Nacional
2018-08-01,Educación,2.0,,GBA
2018-08-01,Educación,,,Pampeana
2018-08-01,Educación,,,Noreste
2018-08-01,Educación,,,Noroeste
2018-08-01,Educación,,,Cuyo
2018-08-01,Educación,,,Patagonia
2018-08-01,Educación,,,Nacional
2018-08-01,Restaurantes y hoteles,,,GBA
2018-08-01,Restaurantes y hoteles,,,Pampeana
2018-08-01,Restaurantes y hoteles,,,Noreste
2018-08-01,Restaurantes y hoteles,,,Noroeste
2018-08-01,Restaurantes y hoteles,1.0,,Cuyo
2018-08-01,Restaurantes y hoteles,,,Patagonia
2018-08-01,Restaurantes y hoteles,,,Nacional
2018-08-01,Bienes y servicios varios,,,GBA
2018-08-01,Bienes y servicios varios,,,Pampeana
2018-08-01,Bienes y servicios varios,,,Noreste
2018-08-01,Bienes y servicios varios,,,Noroeste
2018-08-01,Bienes y servicios varios,,,Cuyo
2018-08-01,Bienes y servicios varios,,,Patagonia
2018-08-01,Bienes y servicios varios,,,Nacional
2018-08-01,,,,GBA
2018-08-01,,,,Pampeana
2018-08-01,,,,Noreste
2018-08-01,,5.0,,Noroeste
2018-08-01,,,,Cuyo
2018-08-01,,,,Patagonia
2018-08-01,,,,Nacional
2018-08-01,,,,GBA
2018-08-01,,,,Pampeana
2018-08-01,,,,Noreste
2018-08-01,,,,Noroeste
2018-08-01,,3.0,,Cuyo
2018-08-01,,,,Patagonia
2018-08-01,,,,Nacional
2018-08-01,,,,GBA
2018-08-01,,,,Pampeana
2018-08-01,,,,Noreste
2018-08-01,,,50.0,Noroeste
2018-08-01,,,,Cuyo
2018-08-01,,5.0,,Patagonia
2018-08-01,,,,Nacional
2018-08-01,,,,GBA
2018-08-01,,,,Pampeana
2018-08-01,,,,Noreste
2018-08-01,,,,Noroeste
2018-08-01,,,,Cuyo
2018-08-01,,,,Patagonia
2018-08-01,,,,Nacional
2018-08-01,,,38.0,GBA
2018-08-01,,,,Pampeana
2018-08-01,,,,Noreste
2018-08-01,,,,Noroeste
2018-08-01,,4.0,,Cuyo
2018-08-01,,,,Patagonia
2018-08-01,,5.0,,Nacional
2018-09-01,NIVEL GENERAL,,,GBA
2018-09-01,NIVEL GENERAL,,,Pampeana
2018-09-01,NIVEL GENERAL,,,Noreste
2018-09-01,NIVEL GENERAL,6.0,,Noroeste
2018-09-01,NIVEL GENERAL,,,Cuyo
2018-09-01,NIVEL GENERAL,,,Patagonia
2018-09-01,NIVEL GENERAL,,,Nacional
2018-09-01,Alimentos y bebidas no alcohólicas,,,GBA
2018-09-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2018-09-01,Alimentos y bebidas no alcohólicas,,41.0,Noreste
2018-09-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2018-09-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2018-09-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2018-09-01,Alimentos y bebidas no alcohólicas,7.0,,Nacional
2018-09-01,Bebidas alcohólicas y tabaco,,,GBA
2018-09-01,Bebidas alcohólicas y tabaco,,,Pampeana
2018-09-01,Bebidas alcohólicas y tabaco,,26.0,Noreste
2018-09-01,Bebidas alcohólicas y tabaco,,,Noroeste
2018-09-01,Bebidas alcohólicas y tabaco,,,Cuyo
2018-09-01,Bebidas alcohólicas y tabaco,,,Patagonia
2018-09-01,Bebidas alcohólicas y tabaco,,,Nacional
2018-09-01,Prendas de vestir y calzado,,,GBA
2018-09-01,Prendas de vestir y calzado,,,Pampeana
2018-09-01,Prendas de vestir y calzado,,24.0,Noreste
2018-09-01,Prendas de vestir y calzado,,,Noroeste
2018-09-01,Prendas de vestir y calzado,,,Cuyo
2018-09-01,Prendas de vestir y calzado,,,Patagonia
2018-09-01,Prendas de vestir y calzado,,,Nacional
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",6.0,,Noreste
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2018-09-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2018-09-01,Equipamiento y mantenimiento del hogar,10.0,,GBA
2018-09-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2018-09-01,Equipamiento y mantenimiento del hogar,,,Noreste
2018-09-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2018-09-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2018-09-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2018-09-01,Equipamiento y mantenimiento del hogar,,,Nacional
2018-09-01,Salud,,,GBA
2018-09-01,Salud,,,Pampeana
2018-09-01,Salud,,,Noreste
2018-09-01,Salud,,,Noroeste
2018-09-01,Salud,,,Cuyo
2018-09-01,Salud,,,Patagonia
2018-09-01,Salud,,,Nacional
2018-09-01,Transporte,,,GBA
2018-09-01,Transporte,,,Pampeana
2018-09-01,Transporte,,,Noreste
2018-09-01,Transporte,,,Noroeste
2018-09-01,Transporte,9.0,,Cuyo
2018-09-01,Transporte,,65.0,Patagonia
2018-09-01,Transporte,,,Nacional
2018-09-01,Comunicación,,,GBA
2018-09-01,Comunicación,,,Pampeana
2018-09-01,Comunicación,,,Noreste
2018-09-01,Comunicación,3.0,,Noroeste
2018-09-01,Comunicación,,,Cuyo
2018-09-01,Comunicación,,,Patagonia
2018-09-01,Comunicación,,50.0,Nacional
2018-09-01,Recreación y cultura,,,GBA
2018-09-01,Recreación y cultura,,,Pampeana
2018-09-01,Recreación y cultura,7.0,,Noreste
2018-09-01,Recreación y cultura,,,Noroeste
2018-09-01,Recreación y cultura,,,Cuyo
2018-09-01,Recreación y cultura,,,Patagonia
2018-09-01,Recreación y cultura,,,Nacional
2018-09-01,Educación,,,GBA
2018-09-01,Educación,,,Pampeana
2018-09-01,Educación,,,Noreste
2018-09-01,Educación,,,Noroeste
2018-09-01,Educación,,,Cuyo
2018-09-01,Educación,,,Patagonia
2018-09-01,Educación,,,Nacional
2018-09-01,Restaurantes y hoteles,,,GBA
2018-09-01,Restaurantes y hoteles,,,Pampeana
2018-09-01,Restaurantes y hoteles,,,Noreste
2018-09-01,Restaurantes y hoteles,,,Noroeste
2018-09-01,Restaurantes y hoteles,,,Cuyo
2018-09-01,Restaurantes y hoteles,,,Patagonia
2018-09-01,Restaurantes y hoteles,,,Nacional
2018-09-01,Bienes y servicios varios,,,GBA
2018-09-01,Bienes y servicios varios,,,Pampeana
2018-09-01,Bienes y servicios varios,,,Noreste
2018-09-01,Bienes y servicios varios,,,Noroeste
2018-09-01,Bienes y servicios varios,,,Cuyo
2018-09-01,Bienes y servicios varios,,,Patagonia
2018-09-01,Bienes y servicios varios,,,Nacional
2018-09-01,,,,GBA
2018-09-01,,,26.0,Pampeana
2018-09-01,,,,Noreste
2018-09-01,,,,Noroeste
2018-09-01,,,26.0,Cuyo
2018-09-01,,,,Patagonia
2018-09-01,,4.0,,Nacional
2018-09-01,,,,GBA
2018-09-01,,,,Pampeana
2018-09-01,,,,Noreste
2018-09-01,,,,Noroeste
2018-09-01,,,40.0,Cuyo
2018-09-01,,,,Patagonia
2018-09-01,,,,Nacional
2018-09-01,,,,GBA
2018-09-01,,,,Pampeana
2018-09-01,,,,Noreste
2018-09-01,,,,Noroeste
2018-09-01,,,,Cuyo
2018-09-01,,,,Patagonia
2018-09-01,,,,Nacional
2018-09-01,,,,GBA
2018-09-01,,8.0,40.0,Pampeana
2018-09-01,,,,Noreste
2018-09-01,,,,Noroeste
2018-09-01,,,,Cuyo
2018-09-01,,,,Patagonia
2018-09-01,,,,Nacional
2018-09-01,,,,GBA
2018-09-01,,,,Pampeana
2018-09-01,,,,Noreste
2018-09-01,,,,Noroeste
2018-09-01,,,43.0,Cuyo
2018-09-01,,,,Patagonia
2018-09-01,,3.0,,Nacional
2018-10-01,NIVEL GENERAL,,,GBA
2018-10-01,NIVEL GENERAL,,,Pampeana
2018-10-01,NIVEL GENERAL,,,Noreste
2018-10-01,NIVEL GENERAL,,45.0,Noroeste
2018-10-01,NIVEL GENERAL,,,Cuyo
2018-10-01,NIVEL GENERAL,,,Patagonia
2018-10-01,NIVEL GENERAL,,,Nacional
2018-10-01,Alimentos y bebidas no alcohólicas,,,GBA
2018-10-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2018-10-01,Alimentos y bebidas no alcohólicas,,,Noreste
2018-10-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2018-10-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2018-10-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2018-10-01,Alimentos y bebidas no alcohólicas,,,Nacional
2018-10-01,Bebidas alcohólicas y tabaco,,,GBA
2018-10-01,Bebidas alcohólicas y tabaco,,,Pampeana
2018-10-01,Bebidas alcohólicas y tabaco,2.0,,Noreste
2018-10-01,Bebidas alcohólicas y tabaco,,,Noroeste
2018-10-01,Bebidas alcohólicas y tabaco,,,Cuyo
2018-10-01,Bebidas alcohólicas y tabaco,,,Patagonia
2018-10-01,Bebidas alcohólicas y tabaco,,,Nacional
2018-10-01,Prendas de vestir y calzado,,,GBA
2018-10-01,Prendas de vestir y calzado,,,Pampeana
2018-10-01,Prendas de vestir y calzado,,,Noreste
2018-10-01,Prendas de vestir y calzado,,,Noroeste
2018-10-01,Prendas de vestir y calzado,,27.0,Cuyo
2018-10-01,Prendas de vestir y calzado,,,Patagonia
2018-10-01,Prendas de vestir y calzado,5.0,,Nacional
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,63.0,Patagonia
2018-10-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2018-10-01,Equipamiento y mantenimiento del hogar,,48.0,GBA
2018-10-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2018-10-01,Equipamiento y mantenimiento del hogar,,,Noreste
2018-10-01,Equipamiento y mantenimiento del hogar,,46.0,Noroeste
2018-10-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2018-10-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2018-10-01,Equipamiento y mantenimiento del hogar,,,Nacional
2018-10-01,Salud,,,GBA
2018-10-01,Salud,,39.0,Pampeana
2018-10-01,Salud,,,Noreste
2018-10-01,Salud,,,Noroeste
2018-10-01,Salud,,,Cuyo
2018-10-01,Salud,,,Patagonia
2018-10-01,Salud,,,Nacional
2018-10-01,Transporte,,67.0,GBA
2018-10-01,Transporte,,,Pampeana
2018-10-01,Transporte,,,Noreste
2018-10-01,Transporte,,,Noroeste
2018-10-01,Transporte,,,Cuyo
2018-10-01,Transporte,,,Patagonia
2018-10-01,Transporte,,,Nacional
2018-10-01,Comunicación,,,GBA
2018-10-01,Comunicación,,,Pampeana
2018-10-01,Comunicación,,,Noreste
2018-10-01,Comunicación,,,Noroeste
2018-10-01,Comunicación,,35.0,Cuyo
2018-10-01,Comunicación,,,Patagonia
2018-10-01,Comunicación,,,Nacional
2018-10-01,Recreación y cultura,,,GBA
2018-10-01,Recreación y cultura,,42.0,Pampeana
2018-10-01,Recreación y cultura,,,Noreste
2018-10-01,Recreación y cultura,,,Noroeste
2018-10-01,Recreación y cultura,,,Cuyo
2018-10-01,Recreación y cultura,,,Patagonia
2018-10-01,Recreación y cultura,,,Nacional
2018-10-01,Educación,,,GBA
2018-10-01,Educación,,,Pampeana
2018-10-01,Educación,,,Noreste
2018-10-01,Educación,,,Noroeste
2018-10-01,Educación,,,Cuyo
2018-10-01,Educación,,,Patagonia
2018-10-01,Educación,,,Nacional
2018-10-01,Restaurantes y hoteles,,,GBA
2018-10-01,Restaurantes y hoteles,,,Pampeana
2018-10-01,Restaurantes y hoteles,,,Noreste
2018-10-01,Restaurantes y hoteles,,,Noroeste
2018-10-01,Restaurantes y hoteles,,,Cuyo
2018-10-01,Restaurantes y hoteles,,,Patagonia
2018-10-01,Restaurantes y hoteles,,,Nacional
2018-10-01,Bienes y servicios varios,6.0,,GBA
2018-10-01,Bienes y servicios varios,,47.0,Pampeana
2018-10-01,Bienes y servicios varios,,,Noreste
2018-10-01,Bienes y servicios varios,6.0,,Noroeste
2018-10-01,Bienes y servicios varios,,,Cuyo
2018-10-01,Bienes y servicios varios,,,Patagonia
2018-10-01,Bienes y servicios varios,,,Nacional
2018-10-01,,,,GBA
2018-10-01,,,31.0,Pampeana
2018-10-01,,,,Noreste
2018-10-01,,,,Noroeste
2018-10-01,,,,Cuyo
2018-10-01,,,,Patagonia
2018-10-01,,,,Nacional
2018-10-01,,,,GBA
2018-10-01,,,,Pampeana
2018-10-01,,,,Noreste
2018-10-01,,5.0,,Noroeste
2018-10-01,,,,Cuyo
2018-10-01,,,,Patagonia
2018-10-01,,,,Nacional
2018-10-01,,,,GBA
2018-10-01,,9.0,,Pampeana
2018-10-01,,,,Noreste
2018-10-01,,6.0,,Noroeste
2018-10-01,,,,Cuyo
2018-10-01,,,,Patagonia
2018-10-01,,,,Nacional
2018-10-01,,,,GBA
2018-10-01,,6.0,,Pampeana
2018-10-01,,,,Noreste
2018-10-01,,,,Noroeste
2018-10-01,,,,Cuyo
2018-10-01,,,,Patagonia
2018-10-01,,,,Nacional
2018-10-01,,,,GBA
2018-10-01,,,,Pampeana
2018-10-01,,,,Noreste
2018-10-01,,,,Noroeste
2018-10-01,,,,Cuyo
2018-10-01,,,44.0,Patagonia
2018-10-01,,,,Nacional
2018-11-01,NIVEL GENERAL,,48.0,GBA
2018-11-01,NIVEL GENERAL,,,Pampeana
2018-11-01,NIVEL GENERAL,3.0,,Noreste
2018-11-01,NIVEL GENERAL,,,Noroeste
2018-11-01,NIVEL GENERAL,,,Cuyo
2018-11-01,NIVEL GENERAL,,,Patagonia
2018-11-01,NIVEL GENERAL,,,Nacional
2018-11-01,Alimentos y bebidas no alcohólicas,,,GBA
2018-11-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2018-11-01,Alimentos y bebidas no alcohólicas,,,Noreste
2018-11-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2018-11-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2018-11-01,Alimentos y bebidas no alcohólicas,5.0,,Patagonia
2018-11-01,Alimentos y bebidas no alcohólicas,,,Nacional
2018-11-01,Bebidas alcohólicas y tabaco,,,GBA
2018-11-01,Bebidas alcohólicas y tabaco,,,Pampeana
2018-11-01,Bebidas alcohólicas y tabaco,4.0,,Noreste
2018-11-01,Bebidas alcohólicas y tabaco,,,Noroeste
2018-11-01,Bebidas alcohólicas y tabaco,,27.0,Cuyo
2018-11-01,Bebidas alcohólicas y tabaco,,,Patagonia
2018-11-01,Bebidas alcohólicas y tabaco,,,Nacional
2018-11-01,Prendas de vestir y calzado,,,GBA
2018-11-01,Prendas de vestir y calzado,,,Pampeana
2018-11-01,Prendas de vestir y calzado,,,Noreste
2018-11-01,Prendas de vestir y calzado,,,Noroeste
2018-11-01,Prendas de vestir y calzado,,,Cuyo
2018-11-01,Prendas de vestir y calzado,,,Patagonia
2018-11-01,Prendas de vestir y calzado,,,Nacional
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",1.0,,GBA
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2018-11-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2018-11-01,Equipamiento y mantenimiento del hogar,,,GBA
2018-11-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2018-11-01,Equipamiento y mantenimiento del hogar,4.0,,Noreste
2018-11-01,Equipamiento y mantenimiento del hogar,,49.0,Noroeste
2018-11-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2018-11-01,Equipamiento y mantenimiento del hogar,,57.0,Patagonia
2018-11-01,Equipamiento y mantenimiento del hogar,,,Nacional
2018-11-01,Salud,,,GBA
2018-11-01,Salud,,,Pampeana
2018-11-01,Salud,,,Noreste
2018-11-01,Salud,,,Noroeste
2018-11-01,Salud,,,Cuyo
2018-11-01,Salud,,,Patagonia
2018-11-01,Salud,,,Nacional
2018-11-01,Transporte,3.0,,GBA
2018-11-01,Transporte,,,Pampeana
2018-11-01,Transporte,,,Noreste
2018-11-01,Transporte,,,Noroeste
2018-11-01,Transporte,,,Cuyo
2018-11-01,Transporte,,,Patagonia
2018-11-01,Transporte,,,Nacional
2018-11-01,Comunicación,,,GBA
2018-11-01,Comunicación,,,Pampeana
2018-11-01,Comunicación,2.0,42.0,Noreste
2018-11-01,Comunicación,,49.0,Noroeste
2018-11-01,Comunicación,,38.0,Cuyo
2018-11-01,Comunicación,,,Patagonia
2018-11-01,Comunicación,3.0,,Nacional
2018-11-01,Recreación y cultura,,,GBA
2018-11-01,Recreación y cultura,1.0,,Pampeana
2018-11-01,Recreación y cultura,,,Noreste
2018-11-01,Recreación y cultura,,,Noroeste
2018-11-01,Recreación y cultura,,,Cuyo
2018-11-01,Recreación y cultura,,,Patagonia
2018-11-01,Recreación y cultura,,,Nacional
2018-11-01,Educación,,,GBA
2018-11-01,Educación,1.0,,Pampeana
2018-11-01,Educación,,,Noreste
2018-11-01,Educación,3.0,,Noroeste
2018-11-01,Educación,,,Cuyo
2018-11-01,Educación,,,Patagonia
2018-11-01,Educación,,,Nacional
2018-11-01,Restaurantes y hoteles,,38.0,GBA
2018-11-01,Restaurantes y hoteles,,,Pampeana
2018-11-01,Restaurantes y hoteles,,,Noreste
2018-11-01,Restaurantes y hoteles,,,Noroeste
2018-11-01,Restaurantes y hoteles,,,Cuyo
2018-11-01,Restaurantes y hoteles,,39.0,Patagonia
2018-11-01,Restaurantes y hoteles,,,Nacional
2018-11-01,Bienes y servicios varios,,,GBA
2018-11-01,Bienes y servicios varios,,,Pampeana
2018-11-01,Bienes y servicios varios,,46.0,Noreste
2018-11-01,Bienes y servicios varios,,,Noroeste
2018-11-01,Bienes y servicios varios,,,Cuyo
2018-11-01,Bienes y servicios varios,,,Patagonia
2018-11-01,Bienes y servicios varios,,,Nacional
2018-11-01,,,,GBA
2018-11-01,,,,Pampeana
2018-11-01,,3.0,,Noreste
2018-11-01,,,,Noroeste
2018-11-01,,,,Cuyo
2018-11-01,,,35.0,Patagonia
2018-11-01,,3.0,,Nacional
2018-11-01,,,,GBA
2018-11-01,,,,Pampeana
2018-11-01,,,,Noreste
2018-11-01,,,,Noroeste
2018-11-01,,,48.0,Cuyo
2018-11-01,,,,Patagonia
2018-11-01,,,,Nacional
2018-11-01,,,,GBA
2018-11-01,,,,Pampeana
2018-11-01,,,,Noreste
2018-11-01,,,,Noroeste
2018-11-01,,,,Cuyo
2018-11-01,,,,Patagonia
2018-11-01,,,,Nacional
2018-11-01,,,,GBA
2018-11-01,,,,Pampeana
2018-11-01,,,,Noreste
2018-11-01,,,,Noroeste
2018-11-01,,4.0,,Cuyo
2018-11-01,,,,Patagonia
2018-11-01,,,,Nacional
2018-11-01,,2.0,,GBA
2018-11-01,,2.0,,Pampeana
2018-11-01,,,,Noreste
2018-11-01,,,,Noroeste
2018-11-01,,,,Cuyo
2018-11-01,,,,Patagonia
2018-11-01,,,,Nacional
2018-12-01,NIVEL GENERAL,,,GBA
2018-12-01,NIVEL GENERAL,,,Pampeana
2018-12-01,NIVEL GENERAL,,,Noreste
2018-12-01,NIVEL GENERAL,,,Noroeste
2018-12-01,NIVEL GENERAL,,,Cuyo
2018-12-01,NIVEL GENERAL,,,Patagonia
2018-12-01,NIVEL GENERAL,,,Nacional
2018-12-01,Alimentos y bebidas no alcohólicas,,,GBA
